index,x(A/Hz/V/nm),yai0(V),yai1(V),yai3(V),yai4(V),yext(V),yai4_max(V),lambda(nm),freq(THz)
488,121.405,0.1286,9.298935329284108e-06,-9.070106467071876e-05,0.0011298820489906714,,,780.2446500000001,384.2287902903275
490,121.4274,0.128,-1.6490648318455425e-05,-1.6490648318455425e-05,0.0006193767588710819,,,780.2446708372094,384.22878002911585
491,121.439,0.1293,7.015403157824285e-05,-0.00012984596842175594,0.000562150805059336,,,780.2446816279071,384.22877471527426
492,121.4528,0.1285,5.426580593813346e-05,-4.5734194061862465e-05,0.000494071653110606,,,780.2446944651164,384.2287683936354
493,121.4651,0.1293,4.010456134583007e-05,-5.9895438654165856e-05,0.0004333924089823804,,,780.2447059069768,384.2287627591313
494,121.4746,0.1293,2.9167014709521877e-05,-7.083298529047405e-05,0.0003865263261192964,,,780.2447147441861,384.22875840727875
495,121.4866,0.1294,1.535116632679634e-05,-8.464883367319959e-05,0.0005273270635552385,,,780.2447259069768,384.22875291020193
496,121.5004,0.1294,-5.370593133408041e-07,-0.00010053705931333673,0.0008592479116065199,,,780.2447387441861,384.22874658856375
497,121.5105,0.1296,8.783460163122592e-05,-0.00011216539836877287,0.001309421865615168,,,780.244748139535,384.2287419618577
498,121.5216,0.1293,7.505494187720618e-05,-0.0001249450581227926,0.0016546625477433796,,,780.2447584651163,384.22873687706203
499,121.5337,0.1291,6.112396142463061e-05,-3.887603857537225e-05,0.0018949699579913215,,,780.2447697209303,384.2287313341768
500,121.5458,0.1291,4.719298097205504e-05,-5.280701902794782e-05,0.00193527736823923,,0.00193527736823923,780.2447809767442,384.2287257912918
501,121.5577,0.1292,3.3492264659207294e-05,-6.650773534079557e-05,0.0018765714328632943,,,780.2447920465116,384.2287203400249
502,121.5695,0.1286,1.990668041618182e-05,-8.009331958382104e-05,0.0017183588246751924,,,780.2448030232558,384.2287149345671
503,121.5813,0.1282,6.321096173184104e-06,-9.367890382681876e-05,0.0017601462164872905,,,780.244814,384.2287095291094
505,121.6052,0.1284,7.880453147761368e-05,-2.1195468522389183e-05,0.0009422410185471741,,,780.2448362325582,384.2286985807676
506,121.6157,0.1282,6.67156641427219e-05,-3.328433585728097e-05,0.0005904416638036758,,,780.244846,384.2286937708269
507,121.6257,0.1283,5.520245715713579e-05,-4.479754284286708e-05,0.0005411089450003126,,,780.2448553023256,384.22868918993106
508,121.6387,0.1288,4.0235288075854414e-05,-5.976471192414845e-05,0.0005769764105559294,,,780.2448673953489,384.2286832347666
509,121.651,0.1291,2.6074043483551024e-05,-7.392595651645184e-05,0.0004162971664278259,,,780.2448788372094,384.22867760026503
510,121.6615,0.1288,1.3985176148686995e-05,-8.601482385131587e-05,0.0003644978116841835,,,780.2448886046512,384.2286727903249
511,121.6749,0.1282,-1.442521212022263e-06,-0.00010144252121202513,0.0004983919684877214,,,780.2449010697675,384.22866665192515
513,121.6947,0.1279,-2.423867104349442e-05,-2.423867104350136e-05,0.0008007131852570959,,,780.2449194883721,384.22865758175277
514,121.7092,0.1278,5.906717882738638e-05,-4.0932821172616485e-05,0.0012291807429922197,,,780.2449329767443,384.22865093945506
515,121.7205,0.1282,4.6057254933638825e-05,-5.394274506636404e-05,0.0017734347707443199,,,780.2449434883722,384.2286457630439
516,121.7302,0.1285,3.488944415763057e-05,-6.51105558423723e-05,0.002025582033505058,,,780.244952511628,384.2286413195761
517,121.7411,0.1287,2.2340048543310898e-05,-7.765995145669197e-05,0.0021718093700093255,,,780.2449626511628,384.228636326401
518,121.7539,0.1282,7.6031436017295895e-06,-9.239685639827327e-05,0.002208663489941032,,0.002208663489941032,780.2449745581396,384.22863046285613
519,121.7676,0.1282,-8.169949968529766e-06,-0.00010816994996853263,0.002141077665180402,,,780.2449873023256,384.2286241870309
520,121.7785,0.1286,-2.071934558282168e-05,-0.00012071934558282454,0.0020873050016848027,,,780.2449974418605,384.2286191938563
521,121.7937,0.1286,-3.8219420200942544e-05,-0.0001382194202009454,0.0020123192691036684,,,780.2450115813954,384.22861223089734
522,121.8074,0.1285,-5.39925137712019e-05,-5.39925137712019e-05,0.0017447334443430607,,,780.2450243255814,384.2286059550728
523,121.8202,0.1276,3.1270581287219656e-05,-6.872941871278321e-05,0.001981587564274745,,,780.2450362325582,384.2286000915288
524,121.8314,0.1275,1.837578946334989e-05,-8.162421053665297e-05,0.0020263349192150004,,,780.2450466511629,384.2285949609279
526,121.8541,0.1268,-7.759190393967497e-06,-7.759190393967497e-06,0.0018143496475312992,,,780.2450677674419,384.2285845622999
527,121.8661,0.1268,-2.157503877666528e-05,-2.157503877666528e-05,0.0017551503849672634,,,780.2450789302326,384.2285790652281
528,121.8771,0.127,-3.423956646083498e-05,-3.423956646083498e-05,0.0015008843942835859,,,780.2450891627908,384.22857402624567
529,121.889,0.1272,5.2059717226313196e-05,-4.794028277368273e-05,0.0010421784589075278,,,780.2451002325582,384.22856857498306
530,121.9004,0.1272,3.893466126271561e-05,-6.106533873728032e-05,0.0006859391594716824,,,780.2451108372094,384.2285633527652
532,121.9242,0.1266,1.1533228636992354e-05,1.1533228636992354e-05,0.00046852728871965565,,,780.2451329767442,384.2285524502407
533,121.9357,0.1267,-1.7069593964275098e-06,-1.7069593964275098e-06,0.0006117946620958215,,,780.2451436744186,384.2285471822144
534,121.9464,0.1269,-1.4026090871019359e-05,-1.4026090871019359e-05,0.0005590086529762006,,,780.245153627907,384.22854228065955
535,121.9586,0.127,-2.8072203393472717e-05,-2.8072203393472717e-05,0.0008988227360360868,,,780.2451649767443,384.2285366919711
536,121.9692,0.127,-4.027620279818678e-05,-4.027620279818678e-05,0.001146530054104422,,,780.2451748372093,384.2285318362255
537,121.9802,0.1268,4.7059269517646385e-05,-5.294073048235648e-05,0.001292264063420867,,,780.2451850697674,384.22852679724434
539,122.0036,0.1263,2.0118365171351016e-05,2.0118365171351016e-05,0.0018768255014208202,,,780.2452068372094,384.2285160779575
540,122.0165,0.1268,5.266328159919675e-06,5.266328159919675e-06,0.0019131862941645372,,,780.2452188372093,384.22851016860744
541,122.0287,0.1271,-8.779784362505927e-06,-8.779784362505927e-06,0.0020530003772244454,,,780.2452301860466,384.22850457991984
542,122.039,0.1272,-2.063838755766989e-05,-2.063838755766989e-05,0.0021021876768569925,,,780.245239767442,384.22849986160173
543,122.0508,0.127,6.577602819932832e-05,-3.422397180066761e-05,0.002143975068669035,,0.002143975068669035,780.2452507441861,384.22849445615014
544,122.0635,0.1271,5.115425532759704e-05,-4.884574467239888e-05,0.0020813225157886306,,,780.2452625581395,384.2284886384185
545,122.0743,0.1274,3.871999178315516e-05,-6.128000821684076e-05,0.0020280431794811316,,,780.2452726046512,384.22848369105634
546,122.0842,0.1275,2.7321916867419083e-05,-7.267808313257684e-05,0.0015792037878657461,,,780.2452818139535,384.22847915597436
547,122.0949,0.1276,1.5002785392827234e-05,-8.499721460716869e-05,0.0014264177787461363,,,780.2452917674419,384.2284742544213
549,122.1201,0.1274,-1.4010496210879742e-05,-1.4010496210879742e-05,0.0006020993273616604,,,780.2453152093024,384.2284627105772
550,122.1314,0.1274,-2.702042010459954e-05,-2.702042010459954e-05,0.0005463533551137711,,,780.2453257209303,384.2284575341712
551,122.1432,0.1278,5.939399565240561e-05,-4.060600434759726e-05,0.0008881407469257807,,,780.2453366976745,384.22845212872073
552,122.1539,0.1282,4.707486417781376e-05,-5.292513582218911e-05,0.0007353547378062819,,,780.2453466511629,384.2284472271684
553,122.1693,0.1284,2.9344525419965073e-05,-7.065547458003779e-05,0.0007593823508489361,,,780.2453609767442,384.22844017259786
554,122.179,0.1283,1.817671464392906e-05,-8.18232853560738e-05,0.0009115296136097961,,,780.2453700000001,384.22843572913473
555,122.1915,0.1279,3.7852059119256043e-06,-9.621479408807726e-05,0.0014498637151054705,,,780.245381627907,384.22843000302265
556,122.2018,0.128,-8.07339728323836e-06,-0.00010807339728324122,0.0015990510147380066,,0.0015990510147380066,780.2453912093024,384.2284252847065
558,122.2279,0.1275,-3.812286751565114e-05,-3.812286751565114e-05,0.0009702926186611616,,,780.2454154883721,384.2284133285853
559,122.2386,0.1276,4.955800100975988e-05,-5.0441998990242987e-05,0.0007175066095416738,,,780.2454254418606,384.22840842703386
560,122.2498,0.1272,3.6663209185917867e-05,-6.3336790814085e-05,0.0009622539644819073,,,780.2454358604651,384.22840329643816
561,122.2606,0.1272,2.4228945641475985e-05,-7.577105435852688e-05,0.0012089746281742642,,,780.2454459069768,384.22839834907813
562,122.2726,0.1271,1.0413097258750448e-05,-8.958690274125242e-05,0.0017497753656102177,,,780.2454570697674,384.22839285201167
563,122.284,0.1271,-2.7119587048471394e-06,-0.00010271195870485,0.0019935360661743617,,,780.2454676744187,384.22838762979853
564,122.2943,0.1269,-1.4570561900011103e-05,-0.00011457056190001397,0.002142723365806787,,0.002142723365806787,780.245477255814,384.2283829114834
566,122.3195,0.1273,-4.358384350371808e-05,-4.358384350372502e-05,0.0015184049144222889,,,780.2455006976745,384.2283713676448
567,122.3301,0.1272,4.421215709153603e-05,-5.5787842908466834e-05,0.0013661122324907793,,,780.2455105581396,384.22836651190335
568,122.3411,0.1272,3.1547629407394084e-05,-6.845237059260878e-05,0.0010118462418071128,,,780.2455207906977,384.22836147292657
569,122.3517,0.1274,1.9343630002652268e-05,-8.06563699973506e-05,0.0007595535598755587,,,780.2455306511629,384.22835661718534
570,122.3646,0.1275,4.491592991220927e-06,-9.550840700878194e-05,0.0006959143526191758,,,780.2455426511629,384.2283507078401
571,122.3776,0.1273,-1.0475576090060446e-05,-0.00011047557609006331,0.0008317818181748371,,,780.245554744186,384.2283447526862
573,122.4004,0.1274,-3.6725688017227864e-05,-3.6725688017227864e-05,0.0014193032193030586,,,780.2455759534885,384.2283343082628
574,122.4119,0.1276,5.0034123949355136e-05,-4.996587605064773e-05,0.001362570592679191,,,780.2455866511629,384.22832904024244
575,122.4249,0.1278,3.506695486807376e-05,-6.49330451319291e-05,0.0015984380582348967,,,780.245598744186,384.2283230850892
576,122.4367,0.1278,2.148137062504829e-05,-7.851862937495457e-05,0.0018402254500468618,,,780.2456097209302,384.2283176796426
577,122.4469,0.1277,9.737899499762115e-06,-9.026210050024075e-05,0.0022899060768674095,,,780.2456192093024,384.22831300713796
578,122.4607,0.128,-6.150326140375029e-06,-0.00010615032614037789,0.0023218269249187795,,0.0023218269249187795,780.2456320465117,384.22830668551427
579,122.4728,0.128,-2.00813065929506e-05,-0.00012008130659295346,0.0022621343351666434,,,780.2456433023257,384.2283011426415
581,122.4952,0.1279,5.4129109759305793e-05,-4.587089024069013e-05,0.001751629045047165,,,780.2456641395349,384.22829088145596
582,122.5073,0.1274,4.0198129306730224e-05,-5.98018706932657e-05,0.001491936455295051,,,780.2456753953489,384.2282853385836
583,122.5216,0.1272,2.3734243317315162e-05,-7.626575668268076e-05,0.0013213906674061637,,,780.2456886976745,384.2282787879165
584,122.5313,0.1273,1.2566432541279149e-05,-8.743356745871678e-05,0.0008735379301669788,,,780.2456977209303,384.2282743444572
585,122.5419,0.1274,3.624331365650879e-07,-9.963756686343084e-05,0.0006212452482353692,,,780.2457075813954,384.2282694887182
586,122.5548,0.1277,-1.4489603874866253e-05,-0.00011448960387486218,0.0006576060409790863,,,780.2457195813954,384.22826357937566
588,122.5777,0.1268,-4.0854847871883704e-05,-4.0854847871883704e-05,0.0003446341149193066,,,780.2457408837209,384.22825308914787
589,122.5881,0.1274,4.7171416863105164e-05,-5.28285831368977e-05,0.0006933280873637759,,,780.2457505581395,384.2282483250271
590,122.5985,0.1277,3.519768159806341e-05,-6.480231840193945e-05,0.0009420220598082563,,,780.2457602325582,384.2282435609065
591,122.6093,0.1272,2.276341805362153e-05,-7.723658194638133e-05,0.0010887427235006242,,,780.2457702790698,384.22823861355056
592,122.6234,0.1269,6.5297962039342905e-06,-9.347020379606857e-05,0.001619183589987916,,,780.2457833953489,384.22823215450273
594,122.6465,0.127,-2.006571193281098e-05,-2.006571193281098e-05,0.002205225009552114,,,780.245804883721,384.228221572659
595,122.6582,0.127,6.646383589407195e-05,-3.353616410593091e-05,0.002247505728552257,,0.002247505728552257,780.2458157674419,384.22821621302404
596,122.6685,0.1272,5.4605232698880235e-05,-4.539476730112263e-05,0.002096693028184715,,,780.2458253488372,384.2282114947131
597,122.6806,0.1271,4.0674252246304665e-05,-5.93257477536982e-05,0.0017370004384326676,,,780.2458366046512,384.22820595184305
598,122.6939,0.1272,2.5361686955473195e-05,-7.463831304452967e-05,0.0015713879224241167,,,780.2458489767442,384.2281998592671
599,122.7044,0.1274,1.3272819620581411e-05,-8.672718037942145e-05,0.0013195885676806074,,,780.2458587441861,384.2281950493388
600,122.7157,0.1278,2.6289572686161167e-07,-9.973710427314125e-05,0.0010638425954327957,,,780.245869255814,384.22818987294
601,122.7284,0.1277,-1.4358877144841908e-05,-0.00011435887714484477,0.0007011900425525353,,,780.2458810697675,384.2281840552175
602,122.74,0.1279,7.228580275185637e-05,-0.00012771419724814242,0.00044396408874064486,,,780.2458918604651,384.22817874139247
604,122.7638,0.1275,4.488437012613311e-05,-5.5115629873869754e-05,0.0004265522179885406,,,780.2459140000001,384.22816783888976
605,122.7757,0.1272,3.1183653813257606e-05,-6.881634618674526e-05,0.0006678462826125164,,,780.2459250697675,384.2281623876387
606,122.788,0.1278,1.702240922098197e-05,-8.29775907790209e-05,0.0010071670384844134,,,780.245936511628,384.2281567531524
607,122.8004,0.1279,2.7460325588285484e-06,-9.725396744117432e-05,0.00144599446716831,,,780.2459480465117,384.2281510728575
608,122.8114,0.1273,-9.918495125341154e-06,-0.00010991849512534402,0.001791728476484511,,,780.2459582790698,384.22814603388633
610,122.8337,0.1259,-3.55929467032029e-05,-3.55929467032029e-05,0.0021817165135530336,,,780.2459790232558,384.2281358185179
611,122.845,0.1263,5.1397129403080166e-05,-4.86028705969227e-05,0.0023259705413052334,,,780.2459895348837,384.2281306421206
612,122.857,0.1268,3.758128102035463e-05,-6.241871897964824e-05,0.0024667712787411755,,0.0024667712787411755,780.2460006976745,384.22812514506177
613,122.8699,0.1267,2.272924400892329e-05,-7.727075599107958e-05,0.0023031320714848036,,,780.2460126976745,384.2281192357236
614,122.8811,0.1264,9.834452185053522e-06,-9.016554781494934e-05,0.0019478794264250476,,,780.2460231162792,384.2281141051356
616,122.9029,0.1265,-1.5264339043558062e-05,-1.5264339043558062e-05,0.0015403340994337156,,,780.2460433953489,384.22810411881295
617,122.9144,0.1271,-2.8504527076977926e-05,-2.8504527076977926e-05,0.00128360147280987,,,780.2460540930233,384.228098850799
618,122.927,0.1272,-4.301116787885917e-05,-4.301116787885917e-05,0.0011214422471175212,,,780.2460658139536,384.2280930788881
619,122.9387,0.1274,4.351837994801683e-05,-5.64816200519791e-05,0.0011637229661176085,,,780.2460766976744,384.22808771925673
620,122.95,0.1273,3.0508456054269273e-05,-6.949154394572665e-05,0.0012079769938698193,,,780.2460872093023,384.2280825428608
621,122.9623,0.1273,1.6347211461993638e-05,-8.365278853800229e-05,0.0009472977497416712,,,780.2460986511628,384.22807690837686
622,122.9726,0.1274,4.4886082668296745e-06,-9.551139173316625e-05,0.0005964850493741514,,,780.2461082325582,384.22807219006927
623,122.9859,0.1274,-1.0823957024029551e-05,-0.00011082395702402548,0.0005308725333657005,,,780.2461206046512,384.2280660974976
624,122.9971,0.1271,-2.3718748847899318e-05,-0.00012371874884789524,0.0004756198883059115,,,780.2461310232559,384.228060966911
626,123.0197,0.1265,-4.9738596635338916e-05,-4.9738596635338916e-05,0.000664127943810322,,,780.2461520465117,384.22805061412066
627,123.0321,0.1265,-6.401497329749234e-05,-6.401497329749234e-05,0.0005029553724941183,,,780.2461635813954,384.22804493382887
628,123.0433,0.1267,-7.69097651213621e-05,-7.69097651213621e-05,0.00044770272743432926,,,780.246174,384.2280398032429
629,123.0555,0.1267,9.044122356215156e-06,-9.095587764378771e-05,0.0005875168104942374,,,780.2461853488372,384.228034214569
630,123.0664,0.1268,-3.505273258104513e-06,-0.00010350527325810738,0.0008337441469984941,,,780.2461954883721,384.2280292214097
631,123.0766,0.1271,-1.5248744383390689e-05,-0.00011524874438339355,0.0011834247738191639,,,780.2462049767443,384.2280245489121
633,123.1022,0.1272,-4.472255426652555e-05,-4.472255426652555e-05,0.001557133013682488,,,780.2462287906977,384.2280128218598
634,123.1138,0.1274,4.192212563017966e-05,-5.80778743698232e-05,0.0019999070598706314,,,780.2462395813953,384.2280075080396
635,123.1241,0.1276,3.00635224350157e-05,-6.993647756498717e-05,0.00234909435950309,,,780.2462491627907,384.2280027897337
636,123.1379,0.1281,1.4175296794878556e-05,-8.582470320512431e-05,0.002481015207554449,,0.002481015207554449,780.246262,384.22799646812024
637,123.1495,0.1283,8.199766915809037e-07,-9.918002330842196e-05,0.0019237892537424806,,,780.2462727906977,384.2279911543003
638,123.1608,0.1279,-1.2189947202138895e-05,-0.00011218994720214176,0.0017680432814947133,,,780.2462833023257,384.22798597790694
639,123.1713,0.1283,-2.427881453703068e-05,-0.00012427881453703354,0.001516243926751204,,,780.2462930697675,384.22798116798407
640,123.1844,0.1286,6.063888431183384e-05,-0.00013936111568816495,0.0013516180651187981,,,780.246305255814,384.2279751670328
641,123.1953,0.1282,-5.1910511302454e-05,-0.00015191051130245686,0.0010978454016231098,,,780.2463153953489,384.227970173875
642,123.2063,0.1281,3.5424961013372225e-05,-0.00016457503898662657,0.0009435794109394213,,,780.246325627907,384.2279651349086
644,123.2284,0.1283,9.980773575210544e-06,-9.001922642479232e-05,0.0006345541023839996,,,780.2463461860466,384.2279550111673
645,123.2415,0.1283,-5.101527575920861e-06,-0.00010510152757592373,0.0009699282407515386,,,780.246358372093,384.2279490102169
646,123.2523,0.1282,-1.7535791120390498e-05,-0.00011753579112039336,0.001416648904443818,,,780.2463684186047,384.2279440628686
647,123.2632,0.1282,-3.0085186734682412e-05,-0.00013008518673468528,0.0017628762409482301,,,780.2463785581396,384.2279390697116
648,123.2764,0.1281,-4.528261995566385e-05,-0.00014528261995566671,0.001997757052127791,,,780.2463908372093,384.2279330229529
650,123.3001,0.1279,2.7431079488465793e-05,-7.256892051153707e-05,0.0024808385085637874,,0.0024808385085637874,780.246412883721,384.22792216627295
651,123.312,0.1282,1.3730363175618043e-05,-8.626963682438482e-05,0.0024221325731877408,,,780.2464239534884,384.2279167150288
652,123.3219,0.1287,2.3322882598542094e-06,-9.766771174014865e-05,0.002473293181572467,,,780.2464331627907,384.2279121799603
653,123.3342,0.1289,-1.1828956332421425e-05,-0.00011182895633242429,0.0022126139374442633,,,780.2464446046512,384.22790654548135
654,123.3454,0.129,-2.4723748156291192e-05,-0.00012472374815629406,0.0020573612923844298,,,780.2464550232559,384.227901414899
655,123.357,0.129,-3.8079068259588844e-05,-0.0001380790682595917,0.0019001353385725839,,,780.2464658139536,384.2278961010818
656,123.3676,0.1291,-5.028306766433066e-05,-0.00015028306766433353,0.0016478426566410853,,,780.2464756744187,384.2278912453524
657,123.3806,0.1293,-6.525023674561203e-05,-0.0001652502367456149,0.0012837101221965797,,,780.2464877674419,384.22788529021267
658,123.392,0.1294,-7.837529270918187e-05,-0.00017837529270918473,0.0010274708227608342,,,780.2464983720931,384.2278800680134
659,123.4038,0.1293,8.039123047788588e-06,-0.0001919608769522102,0.0007692582145727433,,,780.2465093488372,384.22787466257927
660,123.4175,0.1293,-7.733970522470768e-06,-0.00020773397052246956,0.000801672389812158,,,780.2465220930233,384.2278683867787
661,123.4278,0.1294,-1.959257371763473e-05,-0.00021959257371763352,0.0006508596894446717,,,780.2465316744186,384.22786366847635
662,123.4416,0.1297,-3.548079935774412e-05,-0.0002354807993577429,0.0007827805374960861,,,780.2465445116279,384.22785734686744
663,123.4529,0.1294,-4.8490723251491674e-05,-0.00024849072325149046,0.0010270345652482749,,,780.2465550232558,384.2278521704776
664,123.4636,0.1291,-6.080985472608352e-05,-0.0002608098547260823,0.0012742485561286765,,,780.2465649767443,384.2278472689406
665,123.4757,0.129,-7.474083517865909e-05,-0.0002747408351786579,0.0015145559663765629,,,780.2465762325581,384.22784172608107
666,123.4847,0.1297,-8.510272146568937e-05,-0.00028510272146568816,0.001770156519453503,,,780.2465846046512,384.2278376032931
667,123.499,0.1295,-0.00010156660745510443,-0.0003015666074551032,0.0020996107315647272,,,780.2465979069768,384.22783105264125
668,123.5104,0.1293,-0.00011469166341867426,-0.00031469166341867305,0.0023433714321288712,,,780.246608511628,384.22782583044346
669,123.5216,0.1297,-0.00012758645524254403,-0.0003275864552425428,0.00248811878706906,,,780.2466189302326,384.22782069986334
670,123.5335,0.1298,-0.00014128717155541953,-0.0003412871715554183,0.0025294128516930026,,0.0025294128516930026,780.2466300000001,384.22781524862205
671,123.5449,0.1298,-0.00015441222751898936,-0.00035441222751898815,0.002273173552257257,,,780.2466406046512,384.22781002642466
672,123.5564,0.1298,-0.0002676524155524329,-0.0003676524155524358,0.001816440925633378,,,780.2466513023256,384.22780475841876
673,123.5678,0.1297,-0.0002807774715160305,-0.00038077747151603336,0.0015602016261975216,,,780.2466619069768,384.22779953622165
674,123.5798,0.1294,-0.0002945933198987283,-0.00039459331989873114,0.0013010023636334522,,,780.2466730697674,384.2277940391723
675,123.5928,0.1298,-0.00030956048898000965,-0.0004095604889800125,0.001036869829189102,,,780.2466851627908,384.22778808403564
676,123.6044,0.1304,-0.0003229158090833073,-0.000522915809083313,0.0009796438753771342,,,780.2466959534884,384.2277827702215
677,123.6164,0.1308,-0.00033673165746603284,-0.0005367316574660386,0.0009204446128130983,,,780.2467071162791,384.22777727317253
678,123.6274,0.1307,-0.0003493961851501748,-0.0005493961851501805,0.0006661786221293653,,,780.2467173488373,384.22777223421116
679,123.6378,0.1307,-0.0003613699204151888,-0.0005613699204151945,0.0007148725945739787,,,780.2467270232559,384.2277674701024
680,123.6516,0.1307,-0.0003772581460553259,-0.0005772581460553317,0.0009467934426252156,,,780.2467398604651,384.22776114849665
681,123.6622,0.1307,-0.0004894621454600706,-0.0006894621454600694,0.0010945007606937285,,,780.2467497209303,384.2277562927706
682,123.6724,0.1307,-0.0005012056165853845,-0.0007012056165853833,0.0013441813875142428,,,780.2467592093024,384.22775162027966
683,123.6844,0.1309,-0.0005150214649680823,-0.0007150214649680811,0.0016849821249502184,,,780.2467703720931,384.22774612323167
684,123.6978,0.1312,-0.0005304491623287916,-0.0007304491623287904,0.0020188762817536787,,,780.2467828372094,384.2277399848615
685,123.71,0.1315,-0.0005444952748512172,-0.0008444952748512188,0.0022586903648135204,,,780.2467941860466,384.22773439619635
686,123.721,0.1315,-0.0005571598025353869,-0.0008571598025353885,0.0023044243741298653,,,780.2468044186047,384.2277293572361
687,123.7322,0.1316,-0.0006700545943592526,-0.0008700545943592583,0.0024491717290700543,,,780.2468148372094,384.22772422665855
688,123.7461,0.1321,-0.0006860579520692398,-0.0009860579520692414,0.002480599249933435,,,780.2468277674419,384.22771785924556
689,123.7559,0.1323,-0.0006973408949151258,-0.0009973408949151275,0.0025322531855060393,,0.0025322531855060393,780.246836883721,384.22771336999034
690,123.7678,0.1326,-0.0008110416112279764,-0.001111041611227978,0.0024735472501301037,,,780.2468479534884,384.2277079187522
691,123.778,0.133,-0.0008227850823533181,-0.0011227850823533198,0.002223227876950562,,,780.2468574418605,384.2277032462624
692,123.7894,0.1334,-0.0009359101383168908,-0.0011359101383168896,0.0019669885775148166,,,780.2468680465116,384.2276980240681
693,123.8029,0.134,-0.0009514529677474501,-0.0012514529677474517,0.0017003894071302428,,,780.2468806046512,384.22769183989084
694,123.8136,0.1346,-0.0009637720992220142,-0.0013637720992220118,0.001447603398010644,,,780.2468905581396,384.2276869383578
695,123.825,0.1346,-0.0009768971551856118,-0.0013768971551856093,0.001191364098574732,,,780.2469011627908,384.2276817161639
696,123.8361,0.1347,-0.0010896768149396274,-0.001389676814939629,0.0009366047807030653,,,780.2469114883721,384.2276766313964
697,123.8484,0.1344,-0.001203838059531906,-0.0015038380595319076,0.0007759255365749618,,,780.2469229302326,384.22767099692436
698,123.8601,0.1348,-0.0012173085117050814,-0.001517308511705083,0.0010182062555749716,,,780.2469338139535,384.22766563730477
699,123.8727,0.1348,-0.001331815152506903,-0.0016318151525069047,0.0012560470298826898,,,780.2469455348838,384.2276598654069
700,123.8818,0.1355,-0.001342292170863811,-0.0017422921708638156,0.0012111542557716737,,,780.2469540000001,384.22765569681417
701,123.8926,0.1358,-0.0014547264344082558,-0.0018547264344082603,0.0012578749194639416,,,780.2469640465117,384.22765074947336
702,123.906,0.1367,-0.001570154131768968,-0.0019701541317689655,0.001491769076267413,,,780.246976511628,384.22764461110626
703,123.9198,0.1371,-0.0015860423574090773,-0.001986042357409075,0.001723689924318872,,,780.2469893488372,384.22763828950457
704,123.9291,0.1376,-0.0016967496399057092,-0.0020967496399057137,0.0020778104958316668,,,780.2469980000001,384.2276340292949
705,123.9401,0.1376,-0.001809414167589854,-0.0022094141675898515,0.0023235445051479897,,,780.2470082325582,384.2276289903373
706,123.9528,0.1379,-0.0019240359404615534,-0.002324035940461558,0.002460891952267674,,,780.2470200465117,384.2276231726318
707,123.9645,0.1385,-0.0020375063926347317,-0.002537506392634732,0.0026031726712677505,,0.0026031726712677505,780.2470309302327,384.2276178130136
708,123.9748,0.1385,-0.0021493649958298985,-0.002549364995829896,0.002452359970900264,,,780.2470405116279,384.2276130947173
709,123.9862,0.1392,-0.0022624900517934643,-0.0027624900517934647,0.0022961206714643967,,,780.2470511162791,384.2276078725254
710,123.9994,0.1397,-0.0023776874850144486,-0.002877687485014449,0.002031001482644068,,,780.2470633953488,384.2276018257771
711,124.0112,0.14,-0.00249127306925747,-0.0029912730692574704,0.0017727888744559772,,,780.247074372093,384.2275964203508
712,124.0224,0.1403,-0.0026041678610813426,-0.003104167861081343,0.0015175362293962102,,,780.2470847906977,384.2275912897768
713,124.0328,0.1407,-0.0027161415963463525,-0.00321614159634636,0.0014662302018407791,,,780.2470944651163,384.2275865256724
714,124.0458,0.14,-0.002831108765427637,-0.0033311087654276372,0.001202097667396318,,,780.2471065581395,384.2275805705422
715,124.0578,0.1402,-0.002944924613810365,-0.0034449246138103656,0.0010428984048322376,,,780.2471177209303,384.22757507349905
716,124.0688,0.1417,-0.003057589141494503,-0.0036575891414945064,0.0011886324141485716,,,780.2471279534884,384.227570034543
717,124.0802,0.1425,-0.0031707141974581035,-0.0037707141974581,0.0010323931147127041,,,780.2471385581396,384.2275648123523
718,124.092,0.1419,-0.003284299781701097,-0.0038842997817011005,0.0008741805065247132,,,780.2471495348838,384.22755940692696
719,124.1042,0.1417,-0.0034983458942235285,-0.003998345894223529,0.0007139945895845989,,,780.247160883721,384.2275538182671
720,124.1153,0.1426,-0.003611125553977544,-0.0042111255539775475,0.0007592352717128992,,,780.2471712093023,384.2275487335029
721,124.127,0.1428,-0.0038245960061506906,-0.004324596006150691,0.0009015159907129755,,,780.2471820930233,384.2275433738867
722,124.137,0.1427,-0.003936109213136307,-0.004536109213136311,0.0009521832719096013,,,780.2471913953489,384.2275387930183
723,124.1496,0.1431,-0.00415061585393816,-0.004750615853938163,0.000990024046217286,,,780.2472031162791,384.2275330211243
724,124.1621,0.1438,-0.004265007362670138,-0.0048650073626701346,0.0011283581477132265,,,780.2472147441861,384.2275272950391
725,124.1721,0.1442,-0.004376520569655748,-0.004976520569655751,0.0011790254289097413,,,780.2472240465116,384.22752271417113
726,124.1841,0.1448,-0.004590336418038472,-0.005190336418038476,0.0012198261663456944,,,780.2472352093024,384.2275172171296
727,124.195,0.1454,-0.004702885813652767,-0.005402885813652766,0.0014660535028501176,,,780.2472453488373,384.22751222398375
728,124.209,0.1458,-0.004919004303432603,-0.005619004303432602,0.001796987696525254,,,780.247258372093,384.227505810769
